# Skill names mined from the corpus (issue #40), written by scripts/taxonomy_mine.py.
# Corpus: the 26587 IN descriptions of the development database, newest vacancy update 2026-09-20.
# Left out: every form of docs/measurements/taxonomy-candidates-2026-09-24.tsv and every key of src/main/resources/taxonomy/skills.tsv.
# Kept: df >= 3, in the ads of >= 3 companies, written as a name (every word capitalized or
# carrying a digit or symbol) in >= 40% of its mid-sentence occurrences, with a known skill within 6
# words in >= 20% of them, and a phrase holding a name-like word.
# capitalized (written as a name) and near are those shares; each form=N counts a spelling mid-sentence.
df	name	companies	capitalized	near	forms
126	OpenID	68	1.00	0.71	OpenID=147
125	AWS Solutions	59	0.71	0.48	AWS Solutions=59|AWS solutions=24
125	Ping	31	0.93	0.25	Ping=285|ping=22
123	1 500	19	1.00	1.00	1 500=1
123	Cloud Architect	56	0.89	0.27	Cloud Architect=116|cloud architect=14
123	Forrester	16	1.00	0.24	Forrester=126
123	Nexus	61	0.89	0.45	Nexus=138|nexus=18|NEXUS=1
122	AIDS	21	0.88	0.57	AIDS=105|aids=15
122	Azure Google	64	1.00	1.00	Azure Google=1
122	CKA	62	1.00	0.93	CKA=105
122	IBM	54	1.00	0.58	IBM=179
122	Kotlin Java	61	1.00	1.00	Kotlin Java=2
122	Palantir	31	1.00	0.25	Palantir=197
122	PL	60	0.98	0.82	PL=146|Pl=5|pl=3
122	VC	27	1.00	0.28	VC=123
122	WiFi	56	0.78	0.25	WiFi=98|wifi=32|Wifi=9|WIFI=6|WiFI=1
121	Desired Qualifications Experience	26	1.00	0.34	Desired Qualifications Experience=24|DESIRED QUALIFICATIONS Experience=23
121	EC2 S3	75	1.00	1.00	EC2 S3=1
121	Native Backend	17	1.00	1.00	Native Backend=98
120	AWS EKS	69	1.00	0.93	AWS EKS=61
120	Jetpack Compose	65	0.99	0.83	Jetpack Compose=161|Jetpack compose=1
120	Kubernetes CI	94	1.00	0.60	Kubernetes CI=5
120	Parquet	77	0.95	0.62	Parquet=114|parquet=6
120	Scripting Python	81	0.60	0.80	Scripting Python=3|scripting Python=2
120	SGLang	46	0.99	0.39	SGLang=169|sglang=2
120	Skills Python	76	0.69	0.69	Skills Python=9|skills Python=4
119	Platform AWS	76	1.00	1.00	Platform AWS=2
118	Frontend TypeScript React	16	1.00	1.00	Frontend TypeScript React=1
118	MVVM	67	1.00	0.54	MVVM=128
118	Python FastAPI	69	1.00	0.83	Python FastAPI=6
118	Slurm	52	0.99	0.66	Slurm=122|SLURM=32|slurm=1
117	Actions Jenkins	91	1.00	1.00	Actions Jenkins=2
117	CSS JavaScript	89	1.00	1.00	CSS JavaScript=2
117	Microsoft Certified	70	1.00	0.84	Microsoft Certified=126
117	OLAP	62	1.00	0.57	OLAP=149
117	OpenID Connect	61	0.99	0.72	OpenID Connect=136|OpenID connect=1
117	Python Strong	79	0.93	0.60	Python Strong=39|Python strong=2|python Strong=1
116	C C++ Python	40	1.00	1.00	C C++ Python=1
116	Envoy	63	0.95	0.57	Envoy=143|envoy=8
116	Job Summary We	46	0.59	0.22	Job Summary We=19|Job summary We=13
116	Qualifications Familiarity	67	0.93	0.32	Qualifications Familiarity=52|QUALIFICATIONS Familiarity=17|qualifications Familiarity=5
116	STIG	49	1.00	0.26	STIG=152
115	Actions GitLab	84	1.00	1.00	Actions GitLab=1
115	Azure OpenAI	63	1.00	0.58	Azure OpenAI=132
115	Cloud Native Security	80	0.57	0.29	Cloud Native Security=8|cloud native security=6
114	Cloud DevOps	67	0.98	0.34	Cloud DevOps=49|cloud DevOps=1
114	ES6+	33	1.00	0.66	ES6+=179
114	Zapier	73	1.00	0.42	Zapier=127
113	Desired Experience	51	0.60	0.30	Desired Experience=23|desired Experience=15|DESIRED EXPERIENCE=1|Desired experience=1
113	Docker Experience	71	0.90	0.82	Docker Experience=44|Docker experience=3|docker Experience=2
113	eBPF	55	0.99	0.56	eBPF=139|EBPF=2|ebpf=1
113	GitHub Actions GitLab	83	1.00	1.00	GitHub Actions GitLab=1
113	Langfuse	63	1.00	0.24	Langfuse=100|LangFuse=19
113	OCI	55	1.00	0.69	OCI=163
112	BDD	56	0.97	0.41	BDD=124|bdd=4
112	Fivetran	75	1.00	0.83	Fivetran=125|FiveTran=2
112	FSAs	17	1.00	0.53	FSAs=120
112	KMS	77	1.00	0.65	KMS=160
112	Kubernetes Cloud	61	0.95	0.95	Kubernetes Cloud=37|Kubernetes cloud=2
112	NAT	59	0.98	0.72	NAT=128|nat=2
112	NX	51	0.99	0.63	NX=106|Nx=26|nx=2
112	skills Familiarity	75	0.40	0.47	skills Familiarity=28|Skills Familiarity=18|SKILLS Familiarity=1
112	Spotify	17	1.00	0.24	Spotify=123
112	Synapse	56	0.99	0.91	Synapse=143|synapse=1
111	AWS Certified Solutions	65	1.00	0.89	AWS Certified Solutions=73
110	Arista	49	1.00	0.21	Arista=127
110	Beam	46	0.86	0.62	Beam=97|beam=18|BEAM=15
110	Kubernetes Version	3	1.00	1.00	Kubernetes Version=109
110	Kubernetes Version Control	3	1.00	1.00	Kubernetes Version Control=109
109	APM	65	1.00	0.39	APM=134
109	Einstein	23	1.00	0.69	Einstein=144
108	Kubernetes You	33	1.00	0.88	Kubernetes You=25
108	PostgreSQL Experience	66	0.58	0.70	PostgreSQL Experience=31|PostgreSQL experience=21|Postgresql experience=1
108	PostgreSQL MongoDB	50	1.00	1.00	PostgreSQL MongoDB=2
107	Debian	35	0.99	0.92	Debian=113|debian=1
107	Wiz	66	1.00	0.27	Wiz=114|WIZ=1
106	Ansible Terraform	70	1.00	1.00	Ansible Terraform=2
106	Kibana	64	0.98	0.80	Kibana=111|kibana=2|KIbana=1
106	SecOps	67	1.00	0.23	SecOps=168|SecOPS=2|SECOPS=1
106	Yocto	53	1.00	0.77	Yocto=121
105	ABAC	59	1.00	0.21	ABAC=140
105	AI Large	30	1.00	0.33	AI Large=6
105	Azure Google Cloud	57	1.00	1.00	Azure Google Cloud=1
105	Dell	52	1.00	0.30	Dell=127|DELL=1
105	Python Familiarity	66	0.73	0.61	Python Familiarity=37|python Familiarity=12|Python familiarity=2
105	SPA	33	0.92	0.28	SPA=46|Spa=44|spa=8|SpA=5
104	Azure SQL	60	0.99	0.85	Azure SQL=124|azure SQL=1
104	Infrastructure DevOps	75	0.71	0.57	Infrastructure DevOps=5|infrastructure devops=1|infrastructure DevOps=1
104	LangSmith	69	1.00	0.23	LangSmith=110|Langsmith=5
103	AWS Docker	57	1.00	1.00	AWS Docker=3
103	Grafana ELK	68	1.00	0.75	Grafana ELK=4
103	Practices CI	60	0.57	0.29	Practices CI=4|practices CI=3
103	Stack Python	58	0.79	1.00	Stack Python=11|stack Python=3
102	Git Experience	63	0.61	0.71	Git Experience=23|git Experience=13|git experience=2|GIT Experience=2|Git experience=1
101	AWS CDK	63	1.00	0.85	AWS CDK=113
101	Azure Solutions	65	0.85	0.88	Azure Solutions=57|Azure solutions=9|AZURE solutions=1
101	Elastic Search	24	0.91	0.29	Elastic Search=92|Elastic search=5|elastic search=4
101	Python Frontend	3	1.00	1.00	Python Frontend=101
101	S3 Lambda	66	1.00	1.00	S3 Lambda=1
101	Vercel	50	1.00	0.27	Vercel=237
100	advanced Python	33	0.50	0.50	advanced Python=16|Advanced Python=16
100	AWS Solutions Architect	51	1.00	0.58	AWS Solutions Architect=53
100	CDC	73	1.00	0.46	CDC=142
100	JTAG	49	1.00	0.23	JTAG=109
100	QoS	59	1.00	0.37	QoS=114|QOS=4
99	KVM	45	1.00	0.79	KVM=118
99	ORM	66	1.00	0.86	ORM=114
99	PostgreSQL Redis	61	1.00	1.00	PostgreSQL Redis=11
99	React Native Backend	3	1.00	1.00	React Native Backend=98
99	Spark Kafka	62	1.00	0.67	Spark Kafka=3
99	tribe	20	0.44	0.21	tribe=76|Tribe=59
98	a16z	13	1.00	0.20	a16z=79|A16Z=11|A16z=5
98	AWS GovCloud	52	1.00	0.66	AWS GovCloud=121|AWS Govcloud=1
98	IDEs	49	1.00	0.37	IDEs=107
98	LDAP	65	1.00	0.73	LDAP=110
98	RHEL	53	1.00	0.89	RHEL=111
98	Secrets Manager	63	0.99	0.79	Secrets Manager=103|secrets manager=1
98	TTPs	54	1.00	0.27	TTPs=123
98	Unreal	39	1.00	0.27	Unreal=188
97	Hyper V	65	1.00	1.00	Hyper V=4
97	JavaScript ES6+	27	1.00	1.00	JavaScript ES6+=2
97	Python Rust	42	1.00	1.00	Python Rust=1
97	Zendesk	49	1.00	0.54	Zendesk=145
96	Actions GitLab CI	74	1.00	1.00	Actions GitLab CI=1
96	Architect Expert	53	1.00	0.92	Architect Expert=98
96	Azure Solutions Architect	64	0.98	0.93	Azure Solutions Architect=57|Azure solutions architect=1
96	Golang experience	39	0.48	0.55	Golang experience=16|Golang Experience=12|GoLang Experience=3
96	Languages Java	51	1.00	1.00	Languages Java=1
95	Apollo	46	1.00	0.28	Apollo=171
95	Kustomize	46	0.97	0.62	Kustomize=103|kustomize=3
95	Microsoft SQL	63	0.99	0.70	Microsoft SQL=122|microsoft sql=1
95	MQTT	60	1.00	0.50	MQTT=102
94	ONNX	66	1.00	0.59	ONNX=104|Onnx=1
94	Trainer	11	0.86	0.33	Trainer=81|trainer=13
94	Upper Intermediate	18	1.00	0.50	Upper Intermediate=4
94	WebSocket	50	0.99	0.61	WebSocket=99|Websocket=11|websocket=1
93	25 000	25	1.00	1.00	25 000=4
93	Grafana Loki	38	1.00	1.00	Grafana Loki=2
93	Linux Windows	47	1.00	1.00	Linux Windows=4
93	native software	42	0.42	0.42	native software=7|Native Software=5
93	Platforms Azure	56	0.75	0.50	Platforms Azure=3|platforms Azure=1
93	Zero Trust Architecture	62	0.47	0.21	Zero Trust Architecture=37|Zero Trust architecture=28|zero trust architecture=12|Zero trust architecture=1
92	106	37	1.00	0.40	106=45
92	Anthropic Claude	47	1.00	0.44	Anthropic Claude=66
92	Cortex	65	0.99	0.45	Cortex=137|cortex=1
92	Learning ML	55	0.50	0.50	Learning ML=1|learning ML=1
92	OLTP	44	1.00	0.40	OLTP=121
92	OSI	45	1.00	0.22	OSI=97
92	Python C	43	1.00	1.00	Python C=1
92	Qualifications 4+	61	0.96	0.27	Qualifications 4+=31|QUALIFICATIONS 4+=16|qualifications 4+=2
92	REST Assured	47	0.68	0.67	REST Assured=41|rest assured=26|Rest Assured=14
92	RPA	43	1.00	0.25	RPA=188
92	UiPath	29	1.00	0.26	UiPath=317|UIpath=1
91	CloudOps	16	1.00	0.79	CloudOps=96
91	Fargate	59	1.00	0.99	Fargate=102
91	Golang Python	46	1.00	1.00	Golang Python=1
91	Kubernetes Familiarity	63	1.00	0.87	Kubernetes Familiarity=23
91	LeetCode	3	1.00	0.95	LeetCode=91
91	Lightning Web	55	0.98	0.64	Lightning Web=131|Lightning web=3
91	Red Hat	48	1.00	0.86	Red Hat=115
91	Senior Frontend	48	0.90	0.39	Senior Frontend=84|senior frontend=10|Senior FrontEnd=2
91	SOAP APIs	54	0.99	0.63	SOAP APIs=106|SOAP apis=1
90	.NET C#	49	1.00	0.62	.NET C#=7|.Net C#=1
90	Blob	49	0.78	0.81	Blob=76|blob=21
90	Kafka Flink	46	1.00	1.00	Kafka Flink=2
90	Lightning Web Components	55	0.97	0.66	Lightning Web Components=128|Lightning web components=3|Lightning Web components=1
90	Orchestrator	52	0.62	0.28	Orchestrator=65|orchestrator=39
90	PREFERRED QUALIFICATIONS Strong	30	0.86	0.21	PREFERRED QUALIFICATIONS Strong=28|Preferred Qualifications Strong=9|Preferred qualifications Strong=6
90	Python Pandas	37	1.00	1.00	Python Pandas=4
90	TOGAF	51	1.00	0.41	TOGAF=73
89	EPPA	7	1.00	0.76	EPPA=90
89	HashiCorp Vault	54	0.97	0.61	HashiCorp Vault=75|Hashicorp Vault=16|Hashicorp vault=2|HashiCorp vault=1
89	Key Vault	58	0.99	0.83	Key Vault=106|key vault=1
89	Node.js Python	67	1.00	1.00	Node.js Python=2
89	Solutions Architect Expert	49	1.00	0.98	Solutions Architect Expert=85
88	C# Experience	39	0.79	0.79	C# Experience=22|C# experience=6
88	CSM	54	1.00	0.24	CSM=105
88	DevOps CI	62	1.00	0.55	DevOps CI=11
88	Harbor	26	0.80	0.21	Harbor=70|harbor=17
88	Kafka Spark	48	1.00	1.00	Kafka Spark=1
88	PIM	44	1.00	0.46	PIM=111
88	Prometheus Grafana ELK	57	1.00	1.00	Prometheus Grafana ELK=2
88	Purview	66	0.92	0.40	Purview=132|purview=12
88	Typescript Java	38	1.00	1.00	Typescript Java=1|TypeScript Java=1
87	Blue Green	57	0.50	0.50	Blue Green=1|blue green=1
87	IaaS	57	1.00	0.38	IaaS=95|IAAS=2|iaaS=1|Iaas=1
87	Languages Go	34	1.00	1.00	Languages Go=1
87	Linux experience	60	0.45	0.72	Linux experience=34|Linux Experience=29|linux experience=1
87	medallion	63	0.45	0.26	medallion=66|Medallion=55
87	Microsoft Copilot	45	0.99	0.47	Microsoft Copilot=105|Microsoft copilot=1
87	Viv	17	0.61	0.35	Viv=14|viv=9
87	VXLAN	40	1.00	0.57	VXLAN=81|VxLAN=16
86	Databricks You	9	1.00	0.45	Databricks You=11
86	Go You	38	1.00	0.80	Go You=5
86	Kubernetes Strong	68	1.00	0.73	Kubernetes Strong=22
86	programa	27	0.40	0.29	programa=79|Programa=53
86	React React	44	1.00	1.00	React React=1
86	U	44	0.54	0.33	U=55|u=46
85	APIs Cloud	64	1.00	1.00	APIs Cloud=3
85	AWS IAM	57	1.00	0.47	AWS IAM=74
85	esp	28	0.47	0.23	esp=41|Esp=18|ESP=18
85	Face Transformers	19	1.00	0.95	Face Transformers=85
85	Group Policy	56	0.90	0.83	Group Policy=95|group policy=9|Group policy=1
85	Hugging Face Transformers	19	1.00	0.95	Hugging Face Transformers=84
85	MPLS	43	1.00	0.69	MPLS=104
84	Bring 3+	51	0.73	0.22	Bring 3+=46|bring 3+=17|BRING 3+=1
84	C# Java	40	1.00	1.00	C# Java=2
84	CCIE	54	1.00	0.31	CCIE=77
84	Docker Terraform	45	1.00	1.00	Docker Terraform=6
84	Frontend React	48	0.75	0.88	Frontend React=6|frontend React=2
84	GCC	49	0.93	0.57	GCC=104|gcc=8
84	Python C#	41	1.00	1.00	Python C#=1
84	qualifications Technical	33	0.46	0.31	qualifications Technical=32|Qualifications Technical=25|QUALIFICATIONS Technical=2
84	Technical Architect	45	0.70	0.44	Technical Architect=62|technical architect=28|TECHNICAL ARCHITECT=4
83	Architect Professional	44	0.97	0.79	Architect Professional=38|Architect professional=1
83	B2	44	1.00	0.21	B2=78
83	Buildkite	38	0.97	0.73	Buildkite=87|BuildKite=5|buildkite=3
83	GCP Strong	58	1.00	1.00	GCP Strong=16
83	GUI	43	1.00	0.27	GUI=97
83	GV	10	1.00	0.43	GV=90
83	Have Databricks	4	1.00	0.22	Have Databricks=9
83	iPaaS	54	1.00	0.31	iPaaS=118|IPaaS=4|iPaas=2
83	Orchestration Docker	58	0.50	1.00	Orchestration Docker=2|orchestration Docker=2
83	Preferred Qualifications Familiarity	47	0.90	0.37	Preferred Qualifications Familiarity=21|PREFERRED QUALIFICATIONS Familiarity=6|Preferred qualifications Familiarity=3
83	Qualifications Advanced	47	0.92	0.33	Qualifications Advanced=32|QUALIFICATIONS Advanced=15|qualifications Advanced=4
83	Qualifications Hands	58	0.82	0.40	Qualifications Hands=42|qualifications Hands=10|QUALIFICATIONS Hands=3
83	TeamCity	37	1.00	0.94	TeamCity=90|Teamcity=6
82	ActiveMQ	15	1.00	0.99	ActiveMQ=80
82	Buck	10	0.95	0.94	Buck=79|buck=4
82	certifications AWS	45	0.50	0.67	certifications AWS=3|Certifications AWS=3
82	CloudFront	60	1.00	0.87	CloudFront=87|Cloudfront=8
82	Desired Skills Experience	32	1.00	0.60	Desired Skills Experience=5
82	DX	46	0.96	0.26	DX=130|dx=6
82	Multiplatform	28	0.58	0.52	Multiplatform=68|multiplatform=50
82	Python You	55	1.00	0.64	Python You=22
82	React React Native	42	1.00	1.00	React React Native=1
81	GCP Cloud	52	0.54	0.64	GCP Cloud=51|GCP cloud=43
81	NCCL	32	0.99	0.72	NCCL=94|nccl=1
81	programmer	39	0.44	0.30	programmer=55|Programmer=43
81	RoCE	27	1.00	0.24	RoCE=117|ROCE=4
81	SSH	52	0.93	0.60	SSH=90|ssh=7
81	Strong C	38	0.84	0.71	Strong C=41|strong C=8
81	Swagger	47	1.00	0.76	Swagger=90
80	Azure Security	55	0.63	0.59	Azure Security=51|Azure security=30
80	Azure We	8	1.00	1.00	Azure We=2
80	Ceph	32	0.98	0.71	Ceph=110|CEPH=7|ceph=2
79	AI AWS	12	1.00	1.00	AI AWS=5
79	API Management	48	0.55	0.64	API Management=49|API management=40
79	AWS Terraform	50	1.00	1.00	AWS Terraform=2
79	CISSP CISM	61	1.00	1.00	CISSP CISM=1
79	DDoS	39	1.00	0.25	DDoS=108|DDOS=3|DDos=1
79	e.g Airflow	58	1.00	1.00	e.g Airflow=2
79	Gatekeeper	59	0.52	0.22	Gatekeeper=46|gatekeeper=43|GATEKEEPER=1
79	JavaScript Experience	60	0.78	0.90	JavaScript Experience=28|JavaScript experience=9|Javascript Experience=3
79	Microsoft Fabric	57	0.99	0.75	Microsoft Fabric=174|microsoft fabric=1
79	Microsoft Intune	61	1.00	0.52	Microsoft Intune=113|Microsoft InTune=2
79	Qualifications Deep	44	0.79	0.43	Qualifications Deep=29|qualifications Deep=10|QUALIFICATIONS Deep=8
78	Azure Administrator	40	1.00	0.92	Azure Administrator=52
78	EBS	29	1.00	0.45	EBS=133
78	IPC	54	1.00	0.35	IPC=95
78	Microsoft Power	44	0.99	0.52	Microsoft Power=90|microsoft power=1
78	Solutions Architect Professional	42	0.96	0.93	Solutions Architect Professional=26|Solutions Architect professional=1
78	VLAN	51	1.00	0.49	VLAN=92|Vlan=1
77	Azure Kubernetes	54	1.00	0.76	Azure Kubernetes=37
77	CD GitHub	49	1.00	1.00	CD GitHub=2
77	CNCF	30	1.00	0.29	CNCF=85
77	Engineer Backend	48	1.00	0.33	Engineer Backend=3
77	IDA	18	0.79	0.78	IDA=61|ida=16|Ida=1
77	JSON XML	49	1.00	1.00	JSON XML=2
77	L4	43	1.00	0.26	L4=87
77	LWC	50	1.00	0.65	LWC=129
77	M365	50	1.00	0.50	M365=116|m365=1
77	Redpoint	8	1.00	0.43	Redpoint=81
76	AWS EC2	47	1.00	1.00	AWS EC2=11
76	Certified Azure	48	1.00	0.50	Certified Azure=6
76	Cloud Security Engineer	49	0.99	0.26	Cloud Security Engineer=103|CLOUD SECURITY ENGINEER=1|cloud security engineer=1
76	Coroutines	38	0.87	0.76	Coroutines=75|coroutines=11
76	Familiaridade	20	0.61	0.57	Familiaridade=14|familiaridade=9
76	HTML5 CSS3	55	1.00	1.00	HTML5 CSS3=1
76	Kafka Experience	51	0.83	0.71	Kafka Experience=20|Kafka experience=4
76	Python Hands	45	1.00	0.36	Python Hands=25
75	AWS Strong	55	1.00	0.36	AWS Strong=11
75	Buffers	40	0.77	0.68	Buffers=54|buffers=17|BUFFERS=3
75	Diferenciais	16	0.86	0.46	Diferenciais=30|diferenciais=5
75	DL	38	1.00	0.32	DL=98
75	IaC Terraform	49	1.00	1.00	IaC Terraform=1
75	Microsoft Certified Azure	47	1.00	0.25	Microsoft Certified Azure=4
75	Microsoft Office Suite	28	0.84	0.20	Microsoft Office Suite=54|Microsoft Office suite=10
75	Windsurf	31	0.99	0.48	Windsurf=80|windsurf=1
75	x86	33	1.00	0.47	x86=65|X86=9
75	XSS	14	1.00	0.33	XSS=15
74	AI Search	50	0.78	0.55	AI Search=73|AI search=21
74	AWS MySQL	8	1.00	1.00	AWS MySQL=3
74	Bonus Qualifications Experience	21	1.00	0.20	Bonus Qualifications Experience=20
74	C#.NET	5	1.00	1.00	C#.NET=73|C#.Net=1
74	CE QUE NOUS	18	0.48	0.32	CE QUE NOUS=12|Ce que nous=8|ce que nous=5
74	Circle	18	0.97	0.23	Circle=76|circle=2
74	CloudTrail	56	1.00	0.70	CloudTrail=81|Cloudtrail=1
74	Engineer Associate	50	1.00	0.89	Engineer Associate=87
74	GCP Kubernetes	45	1.00	1.00	GCP Kubernetes=5
74	JavaScript HTML	53	1.00	1.00	JavaScript HTML=1
74	JPA	33	1.00	0.98	JPA=83
74	Zone B	5	1.00	0.83	Zone B=69
73	EventBridge	52	1.00	0.85	EventBridge=92
73	Network+	57	1.00	0.32	Network+=71
73	Oracle Cloud	34	0.98	0.23	Oracle Cloud=184|Oracle cloud=3
73	Pants	7	0.97	0.97	Pants=71|pants=2
73	Pydantic	43	0.83	0.69	Pydantic=64|pydantic=13
73	QEMU	23	0.93	0.44	QEMU=60|Qemu=7|qemu=5
72	12 000	10	1.00	1.00	12 000=1
72	DoD 8140	18	1.00	0.23	DoD 8140=62|DOD 8140=2
72	e.g Jenkins	46	1.00	1.00	e.g Jenkins=2
72	services Azure	34	0.40	1.00	services Azure=3|Services Azure=2
71	Azure Databricks	37	0.99	0.62	Azure Databricks=78|Azure databricks=1
71	Azure Monitor	47	1.00	0.67	Azure Monitor=86
71	CMDB	29	1.00	0.30	CMDB=103
71	Developer I	44	1.00	0.93	Developer I=85
71	di	27	0.42	0.26	di=47|Di=21|DI=13
71	Duo	7	1.00	0.51	Duo=132
71	Erfahrung	20	1.00	0.29	Erfahrung=166
71	GitHub Copilot Claude	51	1.00	1.00	GitHub Copilot Claude=1
71	k6	52	1.00	0.86	k6=54|K6=17
70	AWS RDS	36	1.00	0.73	AWS RDS=59
70	Cloud Azure	44	0.90	0.40	Cloud Azure=9|cloud Azure=1
70	Engineer Professional	31	0.98	0.44	Engineer Professional=53|engineer Professional=1
70	EVPN	35	1.00	0.61	EVPN=100
70	Hadoop Spark	43	1.00	1.00	Hadoop Spark=1
70	IPv4	30	1.00	0.63	IPv4=75|IPV4=1
70	QUALIFICATIONS Proficiency	37	0.79	0.60	QUALIFICATIONS Proficiency=17|Qualifications Proficiency=17|qualifications Proficiency=9
70	Remote USA	19	1.00	0.50	Remote USA=4
70	Siemens	33	1.00	0.23	Siemens=118
70	Storybook	45	0.97	0.71	Storybook=76|storybook=2|StoryBook=2
70	Zephyr	40	1.00	0.23	Zephyr=99
69	AI Foundry	34	1.00	0.46	AI Foundry=139
69	Certified Professional	47	1.00	0.52	Certified Professional=71
69	Hepatitis	4	0.91	0.96	Hepatitis=64|hepatitis=6
69	NumPy SciPy	31	1.00	1.00	NumPy SciPy=3
69	Python Solid	26	1.00	0.90	Python Solid=42
69	Redpoint Ventures	5	1.00	0.48	Redpoint Ventures=73
69	Tableau Power	57	1.00	1.00	Tableau Power=1
69	Tableau Power BI	57	1.00	1.00	Tableau Power BI=1
69	Web API	51	0.88	0.84	Web API=44|web API=6|WEB API=1
68	Administrator Associate	43	1.00	0.82	Administrator Associate=73
68	Airflow Prefect	45	1.00	1.00	Airflow Prefect=1
68	Amazon Bedrock	49	1.00	0.46	Amazon Bedrock=97
68	APIs Strong	57	1.00	0.57	APIs Strong=28
68	BSP	36	1.00	0.35	BSP=89
68	Certified Kubernetes	38	1.00	0.89	Certified Kubernetes=80
68	Composer	41	0.95	0.77	Composer=90|composer=5
68	DevOps GitHub	34	1.00	1.00	DevOps GitHub=1
68	GCS	42	0.99	0.66	GCS=85|GCs=6|gcs=1
68	IPv6	28	1.00	0.35	IPv6=154
68	Keycloak	40	1.00	0.42	Keycloak=70|KeyCloak=1
68	Kotlin You	10	1.00	0.62	Kotlin You=8
68	MS Office	33	0.96	0.49	MS Office=51|MS office=2
68	preferred AWS	37	0.50	0.50	preferred AWS=2|Preferred AWS=2
68	rally	21	0.47	0.47	rally=28|Rally=25
68	SOA	38	1.00	0.48	SOA=81|SoA=6
68	Spark Airflow	45	1.00	1.00	Spark Airflow=3
67	305	33	1.00	0.33	305=9
67	Amazon Connect	9	0.99	0.60	Amazon Connect=144|Amazon connect=2
67	CD GitHub Actions	43	1.00	1.00	CD GitHub Actions=1
67	English Nice	36	1.00	0.27	English Nice=26|English NICE=4
67	GuardDuty	55	1.00	0.67	GuardDuty=83
67	Kunden	15	1.00	0.25	Kunden=145
67	RDS Aurora	35	1.00	1.00	RDS Aurora=5
67	shortcut	17	0.45	0.45	shortcut=37|Shortcut=30
67	STATS	20	0.60	0.24	STATS=35|stats=32|Stats=13
66	Ansible Experience	37	0.82	0.64	Ansible Experience=18|Ansible experience=4
66	AWS Microsoft	36	1.00	1.00	AWS Microsoft=1
66	Boot Spring	33	1.00	1.00	Boot Spring=1
66	DevTools	21	0.97	0.32	DevTools=70|devtools=2|Devtools=1
66	FreeRTOS	42	1.00	0.47	FreeRTOS=62
66	MySQL MongoDB	45	1.00	1.00	MySQL MongoDB=1
66	NVLink	24	1.00	0.25	NVLink=83
66	Platform Developer I	40	1.00	1.00	Platform Developer I=63
66	Spring Boot Spring	33	1.00	1.00	Spring Boot Spring=1
65	Actions Experience	36	0.58	0.69	Actions Experience=21|actions Experience=8|Actions experience=4|actions experience=3
65	BLE	43	1.00	0.21	BLE=89
65	CKS	39	1.00	0.78	CKS=64
65	CSA	38	1.00	0.36	CSA=96
65	Seaborn	20	0.83	0.97	Seaborn=55|seaborn=11
65	SQL PostgreSQL	34	1.00	1.00	SQL PostgreSQL=1
65	Stack Java	36	1.00	0.93	Stack Java=14
65	TestRail	40	1.00	0.70	TestRail=60|Testrail=1
64	Architect Associate	34	1.00	0.96	Architect Associate=24
64	Boomi	46	1.00	0.60	Boomi=85
64	Canvas	53	0.61	0.31	Canvas=57|canvas=37
64	Claude ChatGPT	35	1.00	1.00	Claude ChatGPT=1
64	CRDs	28	1.00	0.54	CRDs=61|CRDS=15
64	Go TypeScript	39	1.00	1.00	Go TypeScript=1
64	Helm Kustomize	29	1.00	1.00	Helm Kustomize=2
64	Hex	32	0.97	0.77	Hex=55|HEX=8|hex=2
64	Kubernetes Administrator	38	1.00	0.77	Kubernetes Administrator=61
64	Layer 2	43	0.81	0.31	Layer 2=63|layer 2=15
64	Preferred Qualifications Bachelor	35	1.00	0.36	Preferred Qualifications Bachelor=13|PREFERRED QUALIFICATIONS Bachelor=1
64	Pulsar	34	0.98	0.83	Pulsar=62|pulsar=1
64	Qualifications Certifications	21	1.00	0.29	Qualifications Certifications=13|QUALIFICATIONS Certifications=1
64	SOQL	45	1.00	0.71	SOQL=75
63	APIs Familiarity	49	1.00	0.88	APIs Familiarity=25
63	Certified Security	51	1.00	0.90	Certified Security=63
63	Cloud Native Software	19	0.57	0.29	Cloud Native Software=4|cloud native software=3
63	Memcached	39	0.99	0.99	Memcached=67|memcached=1
63	NiFi	20	1.00	0.86	NiFi=61|Nifi=3
63	Required Qualifications Active	20	1.00	0.25	Required Qualifications Active=4
63	SQL You	24	0.60	0.60	SQL You=3|SQL you=2
63	SSE	38	0.77	0.27	SSE=62|sse=19
63	Terraform Docker	38	1.00	1.00	Terraform Docker=2
62	Azure Strong	42	1.00	0.92	Azure Strong=13
62	C++ Strong	34	1.00	0.90	C++ Strong=20
62	CIS Benchmarks	47	0.53	0.28	CIS Benchmarks=31|CIS benchmarks=27
62	CQRS	26	1.00	0.31	CQRS=70
62	Crossplane	36	1.00	0.81	Crossplane=77|CrossPlane=1
62	Jira Service	46	0.99	0.68	Jira Service=77|JIRA Service=2|Jira service=1
62	Python PySpark	42	1.00	1.00	Python PySpark=1
62	USD How	4	1.00	0.90	USD How=62
61	Angular TypeScript	31	1.00	1.00	Angular TypeScript=5
61	Architect certification	25	0.40	0.69	Architect certification=36|Architect Certification=25|architect certification=1
61	CPQ	34	1.00	0.55	CPQ=163
61	DocuSign	21	1.00	0.34	DocuSign=38|Docusign=27
61	GCP Familiarity	46	0.71	0.71	GCP Familiarity=5|GCP familiarity=2
